time_sec,split_ratio
128,1.064516129032258
123,1.1578947368421053
127,1.2280701754385965
126,1.0655737704918034
122,1.0333333333333334
125,1.0833333333333333
120,1.1428571428571428
120,1
124,1.0666666666666667
132,1.1290322580645162
128,1
122,1.1403508771929824
130,1.096774193548387
142,1.1194029850746268
153,1.095890410958904
146,1.2121212121212122
148,1.208955223880597
148,1.1142857142857143
153,1.04
157,1.0128205128205128
158,1.051948051948052
159,1.0126582278481013
167,0.9418604651162791
172,0.9770114942528736
132,1.0952380952380953
129,1.0806451612903225
139,1.0441176470588236
123,1.0163934426229508
120,1.105263157894737
131,1.1475409836065573
143,1.1029411764705883
144,1.0571428571428572
144,1.1492537313432836
124,1.0327868852459017
132,1.0625
127,1.1896551724137931
122,1.103448275862069
127,1.1166666666666667
119,1.087719298245614
121,0.9836065573770492
123,1.0163934426229508
129,1.0806451612903225
